-4199,324,-7788,1098,970,-811
-4227,472,-7580,911,1055,-854
-4183,400,-7640,632,1025,-862
-4159,292,-7632,592,1120,-799
-4203,300,-7356,671,1109,-772
-4227,264,-7208,737,1025,-743
-4215,216,-7188,826,857,-708
-4099,288,-7084,839,824,-614
-4059,132,-7084,791,684,-578
-3939,76,-7056,774,650,-475
-3927,76,-7020,721,654,-482
-3983,96,-6980,733,614,-506
-3995,28,-6844,727,527,-604
-4191,104,-6860,763,448,-514
-4279,48,-6940,768,285,-458
-4183,-80,-6964,688,68,-291
-4055,-216,-7088,660,-70,-216
-3951,-272,-7256,786,-124,-178
-3943,-468,-7364,900,-205,-207
-3799,-464,-7516,965,-154,-218
-3791,-580,-7684,997,-142,-292
-3811,-516,-7660,975,-14,-418
-3971,-572,-7808,993,103,-608
-3955,-452,-7876,1048,245,-718
-4223,-320,-7772,1104,396,-755
-4259,-252,-7720,927,503,-805
-4719,-252,-7228,605,734,-774
-5127,-400,-6904,232,801,-842
-5347,-716,-6920,339,666,-979
-5427,-756,-6736,821,437,-1107
-5327,-528,-6328,1130,268,-1171
-5415,-384,-6068,1035,325,-1249
-5627,-228,-5548,587,330,-1384
-5463,4,-5540,65,-144,-1527
-5207,-344,-5492,-88,-542,-1403
-4975,-536,-5844,165,-1006,-917
-5291,-60,-5512,375,-1394,-730
-5579,64,-5504,439,-1728,-838
-5343,-292,-5840,547,-2104,-806
-5415,264,-5864,825,-2448,-440
-5447,396,-5692,688,-2742,-436
-5135,-184,-5752,415,-3338,96
-4719,-140,-6072,731,-3752,421
-4899,-144,-6104,1127,-3882,385
-4551,-220,-6328,1721,-4285,337
-3711,-148,-6516,2210,-4411,587
-3303,-44,-6332,2276,-4311,903
-2839,-8,-6056,1668,-4063,921
-2635,-320,-6352,1103,-3799,754
-2403,-668,-6172,1035,-3395,428
-2687,-416,-6020,1249,-3021,142
-2071,-568,-6076,1446,-3061,92
-1891,-304,-5804,1637,-2653,247
-2059,-204,-5712,1241,-2301,146
-1891,-320,-5632,823,-2072,131
-1551,-856,-4932,426,-2055,113
-1243,-968,-4924,358,-1863,62
-1227,-1076,-4960,664,-1425,-288
-1639,-932,-4444,971,-1121,-734
-1435,-536,-4072,1028,-915,-963
-1471,-624,-4144,1326,-358,-996
-1679,64,-3520,1085,21,-1030
-2023,316,-2964,-86,135,-1133
-2183,-428,-2896,-1614,-94,-726
-1887,488,-2584,-2602,-345,-292
-1795,-1468,-3284,-1324,-1418,184
-2311,-1432,-3348,700,-1290,274
-2495,-1128,-3464,2511,-834,-1110
